,language,language_test,r
330,tr,du,0.29881473916788776
331,tr,it,0.47564495626440656
332,tr,en,0.08705849005617991
333,tr,no,0.23839265525395495
334,tr,sp,0.4603015960754605
335,tr,du,0.32015214839703415
336,tr,it,0.5674153053956337
337,tr,en,0.22885605962895123
338,tr,no,0.2972450155480015
339,tr,sp,0.5090808784434041
340,tr,du,0.31348974622689935
341,tr,it,0.44675586989367044
342,tr,en,0.19931913517602767
343,tr,no,0.09432810220106419
344,tr,sp,0.37382364705086363
345,tr,du,0.30435342781440977
346,tr,it,0.5376027478110057
347,tr,en,0.13690212731624032
348,tr,no,0.194630946525491
349,tr,sp,0.34987905115811646
350,tr,du,0.20951362852902233
351,tr,it,0.5356611309079414
352,tr,en,0.19242371679542497
353,tr,no,0.2375816029359326
354,tr,sp,0.4170401886054539
355,tr,du,0.2493838650186015
356,tr,it,0.5636306149032234
357,tr,en,0.1555624414722762
358,tr,no,0.22253976296875755
359,tr,sp,0.5179657054742908
