model,fold,comparison,r_test,r_ref,z,p_two
infoxlm_base,4,syntax_ablated vs intact,0.1441161670676973,0.401426788287509,-1.3292102121237361,0.1837786268505064
infoxlm_base,0,semantics_ablated vs syntax_ablated,0.1267118109257679,0.0766308611330648,0.24008890380195222,0.8102613361582076
infoxlm_base,1,semantics_ablated vs syntax_ablated,0.14358384628836857,0.13135071735778592,0.059145303724732805,0.9528363746217081
infoxlm_base,2,semantics_ablated vs syntax_ablated,0.21682472255070157,0.2045674454325166,0.06084327970510801,0.9514840219275045
infoxlm_base,3,semantics_ablated vs syntax_ablated,0.19544340746862365,0.26253303784942916,-0.33600678596235434,0.7368657492306847
infoxlm_base,4,semantics_ablated vs syntax_ablated,0.1434607032816486,0.1441161670676973,-0.0031747767257871086,0.9974668989217741
xlmr_base,0,semantics_ablated vs intact,0.3405563536934982,0.39007130757756003,-0.2711450609283385,0.786279465590392
xlmr_base,1,semantics_ablated vs intact,0.2537265455343136,0.4653994937364352,-1.1611406567330051,0.24558470316331205
xlmr_base,2,semantics_ablated vs intact,0.35857275091043705,0.4748170963710049,-0.6689366560981452,0.5035358859705781
xlmr_base,3,semantics_ablated vs intact,0.4039505085850237,0.5528896873314483,-0.921042957683876,0.35702799961232956
xlmr_base,4,semantics_ablated vs intact,0.2551039674055823,0.4139515908912065,-0.8514721453038306,0.3945071301222103
xlmr_base,0,syntax_ablated vs intact,0.34939246539203733,0.39007130757756003,-0.2235693695414041,0.8230923999400359
xlmr_base,1,syntax_ablated vs intact,0.3026465197151249,0.4653994937364352,-0.9095562656985688,0.3630565718879899
xlmr_base,2,syntax_ablated vs intact,0.3472854825630495,0.4748170963710049,-0.7300958105549387,0.4653316219863739
xlmr_base,3,syntax_ablated vs intact,0.4089922376866872,0.5528896873314483,-0.8923945708206935,0.3721814801263208
xlmr_base,4,syntax_ablated vs intact,0.25401004223643797,0.4139515908912065,-0.8570206262014991,0.3914334854870012
xlmr_base,0,semantics_ablated vs syntax_ablated,0.3405563536934982,0.34939246539203733,-0.047575691386934425,0.9620544055491251
xlmr_base,1,semantics_ablated vs syntax_ablated,0.2537265455343136,0.3026465197151249,-0.25158439103443636,0.8013623247822197
xlmr_base,2,semantics_ablated vs syntax_ablated,0.35857275091043705,0.3472854825630495,0.06115915445679352,0.9512324588285461
xlmr_base,3,semantics_ablated vs syntax_ablated,0.4039505085850237,0.4089922376866872,-0.02864838686318243,0.9771450207674977
xlmr_base,4,semantics_ablated vs syntax_ablated,0.2551039674055823,0.25401004223643797,0.00554848089766844,0.9955729754706497
mgpt,0,semantics_ablated vs intact,0.10455072885869995,0.34023035692082515,-1.183097386596008,0.23677055348111375
mgpt,1,semantics_ablated vs intact,0.0852860752266081,0.46115435448352615,-1.9603719006950893,0.049952337680585046
mgpt,2,semantics_ablated vs intact,0.15588638446703618,0.4529769461186684,-1.5713591452918674,0.11609925006351585
mgpt,3,semantics_ablated vs intact,0.1697756970610566,0.529968428635166,-1.985905133102909,0.04704385866584637
mgpt,4,semantics_ablated vs intact,0.11407590500867054,0.3503002311156993,-1.1915998177807543,0.2334181965013742
mgpt,0,syntax_ablated vs intact,0.04936158597417836,0.34023035692082515,-1.4465109460245174,0.14803394410639248
mgpt,1,syntax_ablated vs intact,0.1006101534286716,0.46115435448352615,-1.8870484635676579,0.059153807499329636
mgpt,2,syntax_ablated vs intact,0.11820288238038638,0.4529769461186684,-1.7535527240533693,0.07950717776986194
mgpt,3,syntax_ablated vs intact,0.19756356104116396,0.529968428635166,-1.8494835992103629,0.06438801386768511
mgpt,4,syntax_ablated vs intact,0.03434784201986142,0.3503002311156993,-1.5720848172267912,0.11593088212095348
mgpt,0,semantics_ablated vs syntax_ablated,0.10455072885869995,0.04936158597417836,0.26341355942850947,0.7922318406328606
mgpt,1,semantics_ablated vs syntax_ablated,0.0852860752266081,0.1006101534286716,-0.07332343712743154,0.9415487417649862
mgpt,2,semantics_ablated vs syntax_ablated,0.15588638446703618,0.11820288238038638,0.18219357876150183,0.8554308120649954
mgpt,3,semantics_ablated vs syntax_ablated,0.1697756970610566,0.19756356104116396,-0.13642153389254583,0.891488051232967
mgpt,4,semantics_ablated vs syntax_ablated,0.11407590500867054,0.03434784201986142,0.3804849994460366,0.7035854294876807
xglm_med,0,semantics_ablated vs intact,0.08492463160479637,0.33032422653687876,-1.2240977470511105,0.22091535584812894
xglm_med,1,semantics_ablated vs intact,0.0890385888066256,0.4730306998024971,-2.0144932778655678,0.04395776992313971
xglm_med,2,semantics_ablated vs intact,0.17817858577852802,0.4605768514163309,-1.5081326904850383,0.13152056998879602
xglm_med,3,semantics_ablated vs intact,0.19693242538700167,0.5011979746663449,-1.6666730404587498,0.09557943645916556
xglm_med,4,semantics_ablated vs intact,0.1897318619035343,0.37832900364553823,-0.977376609789567,0.32838273841208077
xglm_med,0,syntax_ablated vs intact,0.05645434519348939,0.33032422653687876,-1.3598317896882257,0.17388316006563787
xglm_med,1,syntax_ablated vs intact,0.15047414061750955,0.4730306998024971,-1.718738813382364,0.08566194123518756
xglm_med,2,syntax_ablated vs intact,0.131859898805093,0.4605768514163309,-1.7332966506550118,0.0830429557827963
xglm_med,3,syntax_ablated vs intact,0.21587777374749922,0.5011979746663449,-1.572804988380905,0.11576398024162526
xglm_med,4,syntax_ablated vs intact,0.1288779076453749,0.37832900364553823,-1.2736521414962971,0.20278672450818802
xglm_med,0,semantics_ablated vs syntax_ablated,0.08492463160479637,0.05645434519348939,0.13573404263711525,0.8920315346289271
xglm_med,1,semantics_ablated vs syntax_ablated,0.0890385888066256,0.15047414061750955,-0.2957544644832036,0.76741760009827
xglm_med,2,semantics_ablated vs syntax_ablated,0.17817858577852802,0.131859898805093,0.2251639601699737,0.821851725182793
xglm_med,3,semantics_ablated vs syntax_ablated,0.19693242538700167,0.21587777374749922,-0.09386805207784488,0.9252139724994222
xglm_med,4,semantics_ablated vs syntax_ablated,0.1897318619035343,0.1288779076453749,0.29627553170673004,0.7670196704371557
xglm_small,0,semantics_ablated vs intact,0.05625278797381629,0.3647731108944723,-1.5466781357901553,0.12194087789146035
xglm_small,1,semantics_ablated vs intact,0.02079609089028485,0.4380965458546707,-2.1301437134988235,0.03315975033154417
xglm_small,2,semantics_ablated vs intact,0.19332894383763713,0.46787344823132465,-1.4778173791061762,0.1394566653638174
xglm_small,3,semantics_ablated vs intact,0.10701150261595586,0.5105214296330596,-2.1630545604846754,0.030536983434349185
xglm_small,4,semantics_ablated vs intact,0.060387630161961484,0.33632966817414955,-1.3731577698074398,0.16970330490489083
xglm_small,0,syntax_ablated vs intact,0.06995623715939911,0.3647731108944723,-1.4814160459795949,0.13849574145757404
xglm_small,1,syntax_ablated vs intact,0.01747807874180412,0.4380965458546707,-2.1458882075793118,0.03188189885999626
xglm_small,2,syntax_ablated vs intact,0.1482779578539598,0.46787344823132465,-1.6979776034893221,0.089511988996259
xglm_small,3,syntax_ablated vs intact,0.14174187381387623,0.5105214296330596,-1.9957072759382746,0.04596579464734463
xglm_small,4,syntax_ablated vs intact,0.05869923435032803,0.33632966817414955,-1.3811950317507444,0.167219001967561
xglm_small,0,semantics_ablated vs syntax_ablated,0.05625278797381629,0.06995623715939911,-0.0652620898105605,0.9479653259169822
xglm_small,1,semantics_ablated vs syntax_ablated,0.02079609089028485,0.01747807874180412,0.01574449408048828,0.9874382302452906
xglm_small,2,semantics_ablated vs syntax_ablated,0.19332894383763713,0.1482779578539598,0.22016022438314606,0.8257463729492485
xglm_small,3,semantics_ablated vs syntax_ablated,0.10701150261595586,0.14174187381387623,-0.16734728454640074,0.8670968009838516
xglm_small,4,semantics_ablated vs syntax_ablated,0.060387630161961484,0.05869923435032803,0.00803726194330468,0.9935872618256105
