train,condition,language,model,r1,r2,r3,r_mean,r_sd
control,experimental,German,bert_base,0.20212125548722826,-0.017408660085518196,0.137852619088152,0.0602219795013169,0.0776306395868351
control,experimental,German,mdeberta,0.3911886159391614,0.02015788315394116,0.03126835414676982,0.02571311865035549,0.005555235496414328
control,experimental,German,mt5_small,0.12487715420969335,-0.15233026946294104,0.050586672320852726,-0.05087179857104415,0.10145847089189688
control,experimental,German,mt5_base,0.3365541216335058,0.035254524423732794,0.10141515367053378,0.06833483904713328,0.03308031462340049
control,experimental,German,mt5_large,0.3737822647349592,-0.09569283796576651,0.04800603999283773,-0.02384339898646439,0.07184943897930213
control,experimental,German,mgpt,0.27585862624894314,0.09320197174375755,0.29073122765509557,0.19196659969942656,0.09876462795566901
control,experimental,German,xglm_small,0.42840629834415844,0.5171677987655722,0.41089358436182366,0.4640306915636979,0.053137107201874256
control,experimental,German,xglm_med,0.35068419170176846,0.28133788897536477,0.16893478367927076,0.22513633632731778,0.05620155264804701
control,experimental,German,xglm_large,0.2867793612063004,0.15537764268851906,0.06731115941019375,0.1113444010493564,0.044033241639162654
control,experimental,German,xglm_xl,0.15352794801123318,0.3407596322069775,0.07156715067993291,0.20616339144345522,0.1345962407635223
natstor,experimental,German,nllb200_distilled_600M,0.31819520737880624,-0.025561466033007872,-0.08824165693214567,-0.056901561482576773,0.031340095449568894
natstor,experimental,German,nllb200_distilled_1B,0.32478350612260254,-0.09747505622697866,-0.06433318795574475,-0.0809041220913617,0.016570934135616958
natstor,experimental,German,nllb200_1B,0.30258257472352035,-0.22125877333178431,-0.07794778865391806,-0.1496032809928512,0.07165549233893313
natstor,experimental,German,xlm_align,0.22008594842437082,-0.03528183251463217,-0.15329594234442373,-0.09428888742952796,0.05900705491489578
natstor,experimental,German,infoxlm_base,0.32654884132820633,0.0008705768486118949,-0.16047537906320603,-0.07980240110729707,0.08067297795590897
natstor,experimental,German,infoxlm_large,0.2175645579953714,-0.18439992325302665,-0.15728461707152092,-0.17084227016227377,0.013557653090752866
natstor,experimental,German,multiminilm,0.3770826106111042,0.043150911041756314,-0.2700000232189366,-0.11342455608859016,0.15657546713034648
natstor,experimental,German,xlmr_base,0.3553338955073418,0.013979647674106846,-0.23480786475479926,-0.11041410854034621,0.12439375621445305
natstor,experimental,German,xlmr_large,0.31072815082198546,-0.2189800064784712,-0.0704643015761471,-0.14472215402730915,0.07425785245116207
natstor,experimental,German,distilmbert,0.36667975778226203,0.007201798731662721,-0.09536989240853355,-0.04408404683843541,0.05128584557009814
natstor,experimental,German,bert_base,0.33720599184412353,0.04624707053277044,-0.12442852610352718,-0.03909072778537837,0.0853377983181488
natstor,experimental,German,mdeberta,0.4821021425806757,-0.007996744759236115,-0.07380632987753828,-0.0409015373183872,0.03290479255915109
natstor,experimental,German,mt5_small,0.2813886011960561,-0.14422458522431006,-0.0513377292501472,-0.09778115723722863,0.046443427987081426
natstor,experimental,German,mt5_base,0.3021156341091967,-0.015158060187971724,-0.048910727326960744,-0.03203439375746624,0.01687633356949451
natstor,experimental,German,mt5_large,0.4113359372121339,0.01842488829284766,-0.0848027866311225,-0.03318894916913742,0.051613837461985085
natstor,experimental,German,mgpt,0.3099332775208106,0.4064877183667443,0.49322312767256865,0.4498554230196565,0.043367704652912176
natstor,experimental,German,xglm_small,0.29343633587185025,-0.12145863787898131,-0.1327779081987512,-0.12711827303886625,0.005659635159884949
natstor,experimental,German,xglm_med,0.39156725838590906,-0.1570353695661702,-0.1664949101366806,-0.1617651398514254,0.004729770285255203
natstor,experimental,German,xglm_large,0.3516053319540265,-0.09437308075633923,-0.19478070458025606,-0.14457689266829765,0.05020381191195842
natstor,experimental,German,xglm_xl,0.36370711750321094,-0.09125667838412935,0.12974350306059607,0.01924341233823336,0.1105000907223627
main,experimental,Hindi,nllb200_distilled_600M,-0.14883930266783787,0.11845853942193944,-0.023214343407042478,0.04762209800744848,0.07083644141449096
main,experimental,Hindi,nllb200_distilled_1B,-0.16818688374806692,0.21906664806614856,-0.07575459538486563,0.07165602634064147,0.14741062172550712
main,experimental,Hindi,nllb200_1B,-0.08704497719154629,0.049565859894273985,-0.15903789918083513,-0.05473601964328058,0.10430187953755456
main,experimental,Hindi,xlm_align,0.011849617328971626,0.05503336710857856,-0.1773096477275731,-0.06113814030949727,0.11617150741807583
main,experimental,Hindi,infoxlm_base,-0.04115321474046067,0.04018382691672265,-0.19037206589287342,-0.07509411948807539,0.11527794640479803
main,experimental,Hindi,infoxlm_large,0.02093051326187495,0.15596568299172214,-0.2895733779577964,-0.06680384748303714,0.22276953047475928
main,experimental,Hindi,multiminilm,0.09955194851738806,0.06420207474561208,-0.13434381976412568,-0.0350708725092568,0.09927294725486888
main,experimental,Hindi,xlmr_base,0.11588607194983395,0.0765748042599162,0.05457473651379205,0.06557477038685412,0.011000033873062073
main,experimental,Hindi,xlmr_large,-0.2248314354880936,0.10170436822247339,-0.3986519888111707,-0.14847381029434864,0.250178178516822
main,experimental,Hindi,distilmbert,0.12941840433378343,-0.2390759112643877,-0.23058962526260557,-0.23483276826349664,0.00424314300089107
main,experimental,Hindi,bert_base,0.051723966454693175,-0.04646275386713986,-0.017414121662476082,-0.031938437764807974,0.01452431610233189
main,experimental,Hindi,mdeberta,0.03312091598320309,0.061080208029023135,-0.1498805995123922,-0.04440019574168452,0.10548040377070766
main,experimental,Hindi,mt5_small,0.018206060108688284,0.018458854732069926,0.010556963984054049,0.014507909358061987,0.003950945374007938
main,experimental,Hindi,mt5_base,0.02102477860416975,-0.00931346688063494,0.11031021903336637,0.05049837607636572,0.059811842957000656
