train,condition,language,model,roi,r1,r2,r3,r_mean,r_sd
main,random_2,Arabic,nllb200_distilled_600M,IFG,0.060382836048564585,-0.13468769997013316,0.09144561097714575,0.00571358235185906,0.10008534376491145
main,random_3,Arabic,nllb200_distilled_600M,IFG,0.12325268902747881,0.22742827059937312,-0.04450672777543136,0.10205807728380685,0.11202401382590542
main,random_0,Arabic,nllb200_distilled_600M,IFGorb,0.109128825450259,-0.0016649817159892337,-0.13166450738039484,-0.008066887882041693,0.09840764057681264
main,random_1,Arabic,nllb200_distilled_600M,IFGorb,-0.13399009344942778,0.0614627644098272,0.23898274119467017,0.0554851373850232,0.15232417812951682
main,random_2,Arabic,nllb200_distilled_600M,IFGorb,-0.0279550723110988,-0.15106646707720903,0.2622048355187417,0.02772776537681128,0.17325073582733988
main,random_3,Arabic,nllb200_distilled_600M,IFGorb,0.0455666874919358,0.07259811229671548,-0.13932737329610287,-0.007054191169150533,0.09418004216830847
main,random_0,Arabic,nllb200_distilled_600M,MFG,-0.04749613648007288,0.03848363241262501,-0.07355408109503783,-0.0275221950541619,0.04787017905453997
main,random_1,Arabic,nllb200_distilled_600M,MFG,-0.1641303684833432,-0.22866632183792893,0.034334527395573335,-0.11948738764189959,0.11191398029496574
main,random_2,Arabic,nllb200_distilled_600M,MFG,0.05810901336171913,-0.1941264403254562,0.13720983260206554,0.0003974685461094844,0.14128906124945503
main,random_3,Arabic,nllb200_distilled_600M,MFG,0.23307216942065284,0.27599060460792485,-0.060085506298572865,0.14965908924333496,0.1493432166499032
main,random_0,Arabic,nllb200_distilled_600M,PostTemp,0.12727253818086331,-0.0044918512342730695,-0.05764518725649638,0.02171183323003129,0.07773294498842519
main,random_1,Arabic,nllb200_distilled_600M,PostTemp,-0.14087244145669262,-0.27459676015365175,-0.09614538885752016,-0.17053819682262153,0.07581233743237666
main,random_2,Arabic,nllb200_distilled_600M,PostTemp,-0.1861924075759658,-0.23223166887615776,0.05357167169257015,-0.12161746825318447,0.1252951966662908
main,random_3,Arabic,nllb200_distilled_600M,PostTemp,-0.029373257853571196,0.2338584255154376,-0.23252877061985752,-0.00934786765266371,0.1909275890126228
main,random_0,Arabic,nllb200_distilled_1B,AntTemp,0.025896672736542815,-0.028761090230763835,0.21770827823334724,0.0716146202463754,0.10568628243109664
main,random_1,Arabic,nllb200_distilled_1B,AntTemp,0.03571762075980926,0.007518963610621779,0.2079038360112626,0.08371347346056456,0.08856720867646116
main,random_2,Arabic,nllb200_distilled_1B,AntTemp,-0.2048891612924246,-0.11415267729508456,-0.022902043674117276,-0.11398129408720882,0.07429602848922619
main,random_3,Arabic,nllb200_distilled_1B,AntTemp,0.03513024943962175,0.019905984689112994,-0.23905819966591957,-0.0613406551790616,0.12581888775306393
main,random_0,Arabic,nllb200_distilled_1B,IFG,-0.11773618741640138,0.04033871770043359,0.08616458759134349,0.0029223726251252358,0.0873455538700002
main,random_1,Arabic,nllb200_distilled_1B,IFG,0.04951257344446984,0.12946899705423634,0.08124199019473613,0.08674118689781411,0.03287286918215348
main,random_2,Arabic,nllb200_distilled_1B,IFG,-0.029724531063538753,-0.15749113964386166,-0.06328248124259923,-0.08349938398333322,0.05408400215929897
main,random_3,Arabic,nllb200_distilled_1B,IFG,0.09013442623360902,0.03412070572331538,-0.12593954133177307,-0.0005614697916162212,0.09155737668696366
main,random_0,Arabic,nllb200_distilled_1B,IFGorb,-0.027337991060060077,1.3293252728257377e-05,0.0691488687291538,0.01394139030727399,0.0406031398101714
main,random_1,Arabic,nllb200_distilled_1B,IFGorb,0.07918553625887095,0.10602018388628628,0.2310913634454392,0.13876569453019882,0.06619691047074037
main,random_2,Arabic,nllb200_distilled_1B,IFGorb,-0.056467233296894834,-0.16372733686660143,0.0958768848216318,-0.04143922844728815,0.10651437673512495
main,random_3,Arabic,nllb200_distilled_1B,IFGorb,0.02526375325109376,-0.08378590645903893,-0.3196365318749519,-0.12605289502763237,0.14394194526961232
main,random_0,Arabic,nllb200_distilled_1B,MFG,-0.2383461122425855,0.13190648194480117,-0.02456717940555954,-0.04366893656778129,0.15175727049169843
main,random_1,Arabic,nllb200_distilled_1B,MFG,-0.003890447366726892,-0.14224258581624816,0.005083309369220275,-0.04701657460458492,0.0674345459733701
main,random_2,Arabic,nllb200_distilled_1B,MFG,0.0624746356699254,-0.23160990278485635,-0.023734035518879624,-0.06428976754460353,0.12343690558242632
main,random_3,Arabic,nllb200_distilled_1B,MFG,0.21026037849682463,0.19185582506989068,-0.0952122091163945,0.10230133148344027,0.13986512774079451
main,random_0,Arabic,nllb200_distilled_1B,PostTemp,-0.05039324835026389,0.032333925291201604,0.15933722236854578,0.04709263310316116,0.08625575219153972
main,random_1,Arabic,nllb200_distilled_1B,PostTemp,-0.0073975552421835285,-0.1151237950915994,0.19287966877609072,0.0234527728141026,0.12762011464893044
main,random_2,Arabic,nllb200_distilled_1B,PostTemp,-0.22997173747297478,-0.39481549109329794,-0.07912741147296225,-0.23463821334641166,0.12892135303199875
main,random_3,Arabic,nllb200_distilled_1B,PostTemp,0.1297499459162907,0.09005760201897385,-0.14782230931848545,0.02399507953892636,0.12256911486001143
main,random_0,Arabic,nllb200_1B,AntTemp,-0.06744251969652434,0.01657530615385226,0.2483603145601624,0.06583103367249676,0.13354762583982865
main,random_1,Arabic,nllb200_1B,AntTemp,0.3542912139924889,0.23742647581415474,0.17613586284124766,0.2559511842159638,0.0739017631814224
main,random_2,Arabic,nllb200_1B,AntTemp,-0.10681998357679712,0.14589436793708888,0.023250925799006825,0.02077510338643286,0.10318505427219886
main,random_3,Arabic,nllb200_1B,AntTemp,0.14928182287054736,-0.00342138271977338,-0.23182338396344832,-0.028654314604224778,0.15660527940783625
main,random_0,Arabic,nllb200_1B,IFG,0.054535051261434785,0.017757069275551127,0.04220337872815062,0.03816516642171218,0.01528365921962405
main,random_1,Arabic,nllb200_1B,IFG,0.08950617407120781,0.17746820064525307,-0.007829032410597755,0.08638178076862106,0.07567953276666248
main,random_2,Arabic,nllb200_1B,IFG,-0.0748663500778289,-0.013580764632810933,0.12137915477273348,0.010977346687364548,0.08197723329162239
main,random_3,Arabic,nllb200_1B,IFG,-0.022280752309535707,0.12753281361418614,-0.24550147428379515,-0.046749804326381574,0.1532703403942216
main,random_0,Arabic,nllb200_1B,IFGorb,-0.02917031927677569,0.04975297322827149,0.08115923390168316,0.03391396261772632,0.04641341953200113
main,random_1,Arabic,nllb200_1B,IFGorb,0.15569773732898912,0.18879243061594217,0.08683513248182045,0.14377510014225056,0.04246908380471214
